Gene ID	Gene Name	Reference	Strand	Start	End
ENSBTAG00000005427	NRDE2	10	-	102933984	102966398
ENSBTAG00000025644	CALM	10	+	103059964	103067071
ENSBTAG00000012545	CASC4	10	+	103802803	103891475
ENSBTAG00000045029	U5	10	-	103831664	103831718
ENSBTAG00000015385	CTDSPL2	10	+	103924175	103970672
ENSBTAG00000000359	EIF3J	10	+	103984741	104002866
ENSBTAG00000000362	SPG11	10	-	104004263	104081363
ENSBTAG00000045234	U6	10	-	104007813	104007915
ENSBTAG00000044563	U5	10	-	104029107	104029173
ENSBTAG00000012330	B2M	10	+	104139090	104145312
ENSBTAG00000007516	ENSBTAG00000007516	10	-	104175768	104176772
ENSBTAG00000015965	ZC3H8	11	+	154024	181573
ENSBTAG00000012099	TMEM87B	11	-	267051	313364
ENSBTAG00000044282	ENSBTAG00000044282	11	+	289868	289939
ENSBTAG00000045125	SNORA20	11	-	326097	326180
ENSBTAG00000005828	MERTK	11	-	332458	427685
ENSBTAG00000027991	ANAPC1	11	+	486387	584784
ENSBTAG00000042295	U6	11	+	506784	506888
ENSBTAG00000021181	BUB1	11	+	1559190	1592162
ENSBTAG00000045538	LINC00116	11	+	1666002	1667014
ENSBTAG00000007675	NPHP1	11	+	1670784	1735642
ENSBTAG00000008241	MRPS5	11	-	1895750	1918798
ENSBTAG00000009510	ADRA2B	11	-	2221056	2222399
ENSBTAG00000020348	ASTL	11	-	2231384	2245550
ENSBTAG00000020350	DUSP2	11	-	2250455	2252492
ENSBTAG00000018372	STARD7	11	-	2286338	2305243
ENSBTAG00000015667	TMEM127	11	-	2324293	2335178
ENSBTAG00000015659	CIAO1	11	+	2335382	2342308
ENSBTAG00000000848	SNRNP200	11	-	2343017	2368147
ENSBTAG00000047659	ENSBTAG00000047659	11	+	2390344	2390799
ENSBTAG00000034995	ITPRIPL1	11	+	2394759	2396426
ENSBTAG00000012925	NCAPH	11	+	2401655	2435800
ENSBTAG00000002965	NEURL3	11	-	2488165	2494781
ENSBTAG00000014090	ARID5A	11	+	2526186	2537850
ENSBTAG00000004497	KANSL3	11	-	2556384	2598104
ENSBTAG00000042133	U6	11	+	2573070	2573176
ENSBTAG00000010846	CNNM3	11	+	2730998	2762524
ENSBTAG00000035244	ANKRD39	11	-	2775465	2782703
ENSBTAG00000006019	FAM178B	11	-	2798822	2907015
ENSBTAG00000018542	COX5B	11	-	2916017	2918064
ENSBTAG00000005892	ZAP70	11	+	3016325	3056118
ENSBTAG00000004814	INPP4A	11	+	3686196	3736317
ENSBTAG00000014873	COA5	11	-	3758860	3793358
ENSBTAG00000014877	UNC50	11	+	3793440	3802385
ENSBTAG00000003970	MITD1	11	-	4290569	4306454
ENSBTAG00000038949	MRPL30	11	+	4306683	4321375
ENSBTAG00000004544	TXNDC9	11	-	4414189	4424370
ENSBTAG00000034255	EIF5B	11	+	4453057	4501844
ENSBTAG00000043999	REV1	11	-	4502869	4599212
ENSBTAG00000004327	LONRF2	11	-	5434470	5460490
ENSBTAG00000004328	CHST10	11	-	5469350	5488597
ENSBTAG00000034184	NMS	11	+	5506229	5517575
ENSBTAG00000009962	PDCL3	11	+	5550084	5561240
ENSBTAG00000046971	PTPN13	11	+	5754349	5776837
ENSBTAG00000042179	U6	11	+	5770163	5770266
ENSBTAG00000016794	SLC10A6	11	-	5786452	5802753
ENSBTAG00000019697	NPAS2	11	+	5907340	6000528
ENSBTAG00000019701	RPL31	11	+	6003175	6008528
ENSBTAG00000008267	CNOT11	11	+	6195078	6208423
ENSBTAG00000013023	MAP4K4	11	+	6610556	6660137
ENSBTAG00000006150	MRPS9	11	+	9121670	9159584
ENSBTAG00000012332	C2orf49	11	+	9240935	9251371
ENSBTAG00000001086	FHL2	11	-	9253234	9300671
ENSBTAG00000017189	POLE4	11	-	9683454	9694986
ENSBTAG00000043253	U6	11	+	9691438	9691543
ENSBTAG00000013108	HK2	11	-	9723269	9766920
ENSBTAG00000006988	M1AP	11	+	9972882	10067164
ENSBTAG00000018579	DOK1	11	-	10068212	10071090
ENSBTAG00000018578	LOXL3	11	+	10071901	10089833
ENSBTAG00000020124	HTRA2	11	-	10089786	10093086
ENSBTAG00000020123	AUP1	11	+	10093115	10096146
ENSBTAG00000016609	DQX1	11	+	10096619	10103298
ENSBTAG00000016607	TLX2	11	-	10105101	10106503
ENSBTAG00000016606	PCGF1	11	+	10113121	10115411
ENSBTAG00000016602	LBX2	11	+	10120952	10122607
ENSBTAG00000016600	CCDC142	11	+	10134547	10140887
ENSBTAG00000016599	MRPL53	11	+	10141776	10144861
ENSBTAG00000001844	MOGS	11	+	10149024	10151887
ENSBTAG00000001843	WBP1	11	-	10152279	10154669
ENSBTAG00000001840	INO80B	11	-	10155203	10157927
ENSBTAG00000000490	RTKN	11	+	10171697	10185979
ENSBTAG00000037856	MGC152281	11	+	10196559	10203502
ENSBTAG00000004884	SLC4A5	11	+	10283282	10403977
ENSBTAG00000010072	ENSBTAG00000010072	11	-	10291514	10292208
ENSBTAG00000004881	MTHFD2	11	-	10409033	10430853
ENSBTAG00000006259	MOBKL1B	11	+	10460094	10481561
ENSBTAG00000015193	BOLA3	11	+	10489732	10497683
ENSBTAG00000022381	TET3	11	-	10546064	10646706
ENSBTAG00000012037	DGUOK	11	-	10676630	10710886
ENSBTAG00000015441	ACTB	11	-	10717554	10732398
ENSBTAG00000009600	STAMBP	11	-	10771666	10795813
ENSBTAG00000033255	DUSP11	11	+	10836512	10852450
ENSBTAG00000011176	TPRKB	11	+	10862327	10869029
ENSBTAG00000011172	ALMS1	11	-	10877520	11067103
ENSBTAG00000012756	CCT7	11	-	11184520	11196236
ENSBTAG00000008765	C11H2ORF7	11	+	11202919	11207042
ENSBTAG00000008764	SMYD5	11	-	11207525	11219350
ENSBTAG00000008035	ENSBTAG00000008035	11	-	11283273	11283761
ENSBTAG00000021961	SPR	11	-	11540747	11548873
ENSBTAG00000020799	EXOC6B	11	+	11618055	12337148
ENSBTAG00000043833	5S_rRNA	11	+	11660491	11660611
ENSBTAG00000046679	ENSBTAG00000046679	11	+	11874423	11874812
ENSBTAG00000039263	ENSBTAG00000039263	11	-	11883553	11885179
ENSBTAG00000009242	ZNF638	11	-	13155560	13235444
ENSBTAG00000010620	ATP6V1B1	11	-	13463414	13490532
ENSBTAG00000008674	FAM136A	11	+	14162023	14166468
ENSBTAG00000007734	MEMO1	11	-	14564175	14627388
ENSBTAG00000033887	RPL36A-HNRNPH2	11	+	14589994	14590463
ENSBTAG00000009246	DPY30	11	-	14683785	14696398
ENSBTAG00000010898	SLC30A6	11	+	14781533	14827970
ENSBTAG00000033041	YIPF4	11	+	14919596	14937163
ENSBTAG00000027932	BIRC6	11	+	14979931	15192694
ENSBTAG00000033010	TTC27	11	+	15207843	15381634
ENSBTAG00000019839	LTBP1	11	+	15493304	15947670
ENSBTAG00000045226	U6	11	-	15501202	15501304
ENSBTAG00000008548	FAM98A	11	-	16157514	16173332
ENSBTAG00000009021	FEZ2	11	-	19045534	19090401
ENSBTAG00000018590	STRN	11	-	19338793	19445398
ENSBTAG00000014310	HEATR5B	11	-	19462423	19563731
ENSBTAG00000003861	GPATCH11	11	+	19564811	19578680
ENSBTAG00000008703	EIF2AK2	11	-	19578982	19621259
ENSBTAG00000039770	CEBPZ	11	-	19659022	19683088
ENSBTAG00000001113	NDUFAF7	11	+	19683131	19699850
ENSBTAG00000023736	CDC42EP3	11	-	20109202	20110829
ENSBTAG00000044256	SNORD5	11	+	20899158	20899228
ENSBTAG00000020567	HNRNPLL	11	-	20929508	20967132
ENSBTAG00000026809	ENSBTAG00000026809	11	-	21030608	21031350
ENSBTAG00000021102	GALM	11	+	21040425	21095033
ENSBTAG00000014891	SRSF7	11	-	21105343	21110797
ENSBTAG00000015521	GEMIN6	11	+	21147966	21151578
ENSBTAG00000014679	DHX57	11	-	21164551	21219513
ENSBTAG00000017039	ARHGEF33	11	+	21264578	21318757
ENSBTAG00000011643	SOS1	11	-	21334002	21410175
ENSBTAG00000037586	ENSBTAG00000037586	11	+	21434980	21435448
ENSBTAG00000024044	CDKL4	11	-	21526906	21574655
ENSBTAG00000032775	ENSBTAG00000032775	11	+	21554204	21554754
ENSBTAG00000016442	MAP4K3	11	-	21579432	21761348
ENSBTAG00000043391	U6	11	-	21594042	21594151
ENSBTAG00000004722	THUMPD2	11	-	22066100	22109204
ENSBTAG00000019422	ENSBTAG00000019422	11	-	22366049	22367102
ENSBTAG00000013861	SLC8A1	11	-	22443220	22797877
ENSBTAG00000026034	ENSBTAG00000026034	11	+	23659702	23660017
ENSBTAG00000010935	EML4	11	+	24707227	24806736
ENSBTAG00000000705	COX7A2L	11	-	24824245	24836596
ENSBTAG00000004073	MTA3	11	+	25016566	25173982
ENSBTAG00000045766	U6	11	+	25042328	25042434
ENSBTAG00000016368	LRPPRC	11	-	26185559	26284636
ENSBTAG00000043054	SNORD35	11	+	26220039	26220125
ENSBTAG00000044493	SNORA25	11	-	26395434	26395548
ENSBTAG00000000223	PPM1B	11	+	26402682	26427596
ENSBTAG00000017421	SLC3A1	11	+	26532663	26566253
ENSBTAG00000017429	PREPL	11	-	26566480	26600683
ENSBTAG00000043226	SNORA33	11	-	26575238	26575367
ENSBTAG00000013749	RHOQ	11	+	28834380	28871742
ENSBTAG00000015719	PIGF	11	-	28871452	28902847
ENSBTAG00000015723	CRIPT	11	+	28903112	28914000
ENSBTAG00000008987	SOCS5	11	+	28985138	29053248
ENSBTAG00000003358	MCFD2	11	-	29200743	29210371
ENSBTAG00000001575	ENSBTAG00000001575	11	-	29424996	29432052
ENSBTAG00000006474	EPCAM	11	+	29626087	29636759
ENSBTAG00000042135	SNORA48	11	-	29645318	29645452
ENSBTAG00000002742	MSH2	11	+	29648305	29730536
ENSBTAG00000017500	KCNK12	11	-	29759820	29808312
ENSBTAG00000001424	MSH6	11	+	29968150	29989441
ENSBTAG00000001425	FBXO11	11	-	29989995	30101580
ENSBTAG00000023999	GTF2A1L	11	+	30763319	30811999
ENSBTAG00000027015	ENSBTAG00000027015	11	-	30962350	30963034
ENSBTAG00000019458	ENSBTAG00000019458	11	-	36254030	36371025
ENSBTAG00000019459	CHAC2	11	+	36341723	36351231
ENSBTAG00000008068	ERLEC1	11	+	36371087	36395686
ENSBTAG00000020262	PSME4	11	-	36424173	36524445
ENSBTAG00000006995	SPTBN1	11	+	37030009	37241384
ENSBTAG00000044469	bta-mir-2296	11	-	37182359	37182428
ENSBTAG00000045474	bta-mir-2297	11	-	37219621	37219693
ENSBTAG00000011104	RTN4	11	-	37575270	37649696
ENSBTAG00000015473	RPS27A	11	+	37823446	37825428
ENSBTAG00000015481	MTIF2	11	-	37826329	37848931
ENSBTAG00000017460	PRORSD1	11	+	37859124	37861215
ENSBTAG00000017469	CCDC88A	11	-	37867045	37981414
ENSBTAG00000000542	CCDC104	11	+	38066011	38095813
ENSBTAG00000000545	SMEK2	11	-	38099216	38150591
ENSBTAG00000008909	PNPT1	11	-	38161134	38200964
ENSBTAG00000046259	ENSBTAG00000046259	11	+	38297998	38298497
ENSBTAG00000012394	CCDC85A	11	+	38706659	38928773
ENSBTAG00000005870	FANCL	11	-	40656144	40744419
ENSBTAG00000007414	PAPOLG	11	+	43378849	43408807
ENSBTAG00000009694	PUS10	11	-	43541231	43603979
ENSBTAG00000005257	PEX13	11	+	43608812	43640302
ENSBTAG00000008048	GCFC2	11	+	43787571	43865045
ENSBTAG00000002557	MRPL19	11	-	43885454	43896122
ENSBTAG00000018554	ENSBTAG00000018554	11	+	43948906	43949800
ENSBTAG00000000152	RANBP2	11	-	44509064	44570848
ENSBTAG00000010971	MGC142792	11	-	44577636	44658623
ENSBTAG00000016038	GCC2	11	-	44669020	44702360
ENSBTAG00000015205	NCK2	11	-	45780703	45829966
ENSBTAG00000014159	TTL	11	+	46073891	46107247
ENSBTAG00000014166	POLR1B	11	+	46117227	46139199
ENSBTAG00000007895	SLC20A1	11	+	46218716	46232124
ENSBTAG00000002298	CKAP2L	11	-	46318613	46340841
ENSBTAG00000047637	ENSBTAG00000047637	11	-	46404611	46404925
ENSBTAG00000019665	IL1RN	11	+	46699166	46706152
ENSBTAG00000047185	ENSBTAG00000047185	11	+	47008475	47008921
ENSBTAG00000047029	ENSBTAG00000047029	11	-	47050711	47051142
ENSBTAG00000003408	ENSBTAG00000003408	11	+	47104435	47174623
ENSBTAG00000045514	ENSBTAG00000045514	11	+	47126233	47137844
ENSBTAG00000045659	ENSBTAG00000045659	11	-	47151863	47152392
ENSBTAG00000005895	ENSBTAG00000005895	11	+	47210063	47210732
ENSBTAG00000002866	RPIA	11	-	47220160	47254704
ENSBTAG00000000184	EIF2AK3	11	+	47302536	47384700
ENSBTAG00000040093	FOXI3	11	+	47479962	47484355
ENSBTAG00000017953	ENSBTAG00000017953	11	-	47717010	47717450
ENSBTAG00000004364	THNSL2	11	-	47736288	47754240
ENSBTAG00000018054	FABP1	11	+	47787639	47795270
ENSBTAG00000002542	KRCC1	11	+	47874692	47879023
ENSBTAG00000013589	CHMP3	11	+	48195761	48238673
ENSBTAG00000013580	KDM3A	11	-	48248720	48304335
ENSBTAG00000004823	MRPL35	11	-	48529514	48535995
ENSBTAG00000003307	IMMT	11	+	48543873	48586544
ENSBTAG00000006482	PTCD3	11	-	48598061	48629215
ENSBTAG00000042600	SNORD94	11	-	48600030	48600165
ENSBTAG00000006481	POLR1A	11	+	48629652	48713878
ENSBTAG00000045256	SNORA76	11	-	48636811	48636937
ENSBTAG00000011601	ST3GAL5	11	+	48848624	48905318
ENSBTAG00000024000	ATOH8	11	-	48954369	48996567
ENSBTAG00000047449	ENSBTAG00000047449	11	-	49060227	49062860
ENSBTAG00000039981	ENSBTAG00000039981	11	-	49070190	49071859
ENSBTAG00000047816	ENSBTAG00000047816	11	-	49095620	49096943
ENSBTAG00000031828	ENSBTAG00000031828	11	-	49135531	49140113
ENSBTAG00000021230	SFTPB	11	+	49162710	49173648
ENSBTAG00000010691	USP39	11	-	49190710	49227244
ENSBTAG00000018291	C2orf68	11	+	49230913	49236832
ENSBTAG00000018289	TMEM150A	11	+	49239505	49244103
ENSBTAG00000018286	RNF181	11	-	49244485	49246356
ENSBTAG00000018285	VAMP5	11	-	49249763	49258304
ENSBTAG00000023997	VAMP8	11	-	49260841	49264015
ENSBTAG00000038477	GGCX	11	+	49282691	49296194
ENSBTAG00000020873	MAT2A	11	-	49298517	49305175
ENSBTAG00000005432	CAPG	11	+	49423731	49438680
ENSBTAG00000038116	TGOLN2	11	-	49493204	49497907
ENSBTAG00000047475	ENSBTAG00000047475	11	-	49714025	49715693
ENSBTAG00000031731	HIGD1D	11	-	49760292	49761138
ENSBTAG00000020630	KCMF1	11	-	49779932	49811675
ENSBTAG00000005654	TMSB10	11	-	49933204	49934214
ENSBTAG00000042444	U6	11	+	50365379	50365485
ENSBTAG00000006075	SUCLG1	11	+	50400445	50453412
ENSBTAG00000031669	CTNNA2	11	-	54723190	55906462
ENSBTAG00000047167	ENSBTAG00000047167	11	-	54764951	55025216
ENSBTAG00000010544	ENSBTAG00000010544	11	+	55038345	55039157
ENSBTAG00000044723	SNORA72	11	-	55128047	55128147
ENSBTAG00000000168	RPS21	11	+	56969034	56969285
ENSBTAG00000006027	USP34	11	-	59791217	59987854
ENSBTAG00000013254	XPO1	11	-	60068221	60109922
ENSBTAG00000039218	ENSBTAG00000039218	11	-	60268166	60268762
ENSBTAG00000004531	CCT4	11	-	60397422	60410035
ENSBTAG00000019867	COMMD1	11	+	60427663	60598437
ENSBTAG00000018046	B3GNT2	11	+	60654634	60687730
ENSBTAG00000000899	TMEM17	11	-	60934735	60942371
ENSBTAG00000044173	EHBP1	11	+	61117376	61472058
ENSBTAG00000023318	ENSBTAG00000023318	11	+	61716757	61717260
ENSBTAG00000019295	MDH1	11	+	61970467	61994479
ENSBTAG00000000111	UGP2	11	+	62244354	62299938
ENSBTAG00000009299	AFTPH	11	+	62911414	62951512
ENSBTAG00000046117	TMSB4X	11	+	63290422	63395507
ENSBTAG00000007763	SLC1A4	11	+	63337655	63367589
ENSBTAG00000016720	RAB1A	11	-	63429725	63458565
ENSBTAG00000009761	ACTR2	11	+	63552997	63591980
ENSBTAG00000019456	SPRED2	11	-	63639742	63672178
ENSBTAG00000011727	ETAA1	11	+	65813300	65826759
ENSBTAG00000004567	C1D	11	-	66471949	66490577
ENSBTAG00000010595	WDR92	11	-	66536905	66565908
ENSBTAG00000010604	PNO1	11	+	66566347	66575632
ENSBTAG00000038835	ENSBTAG00000038835	11	+	67246030	67253662
ENSBTAG00000000141	NFU1	11	-	67752716	67781632
ENSBTAG00000047822	ENSBTAG00000047822	11	-	67802267	67803322
ENSBTAG00000009343	AAK1	11	-	67812869	67964370
ENSBTAG00000001108	GMCL1	11	+	68149829	68205598
ENSBTAG00000037746	SNRNP27	11	+	68215016	68222914
ENSBTAG00000008985	PCBP1	11	+	68383793	68385266
ENSBTAG00000019182	TIA1	11	-	68495672	68527190
ENSBTAG00000001662	MGC139254	11	-	68632156	68661110
ENSBTAG00000005014	LCLAT1	11	-	69204181	69321396
ENSBTAG00000023744	YPEL5	11	-	69688037	69702229
ENSBTAG00000018196	WDR43	11	-	70851865	70890941
ENSBTAG00000046528	SNORD53_SNORD92	11	-	70864292	70864367
ENSBTAG00000045956	SNORD53_SNORD92	11	-	70865038	70865115
ENSBTAG00000048070	SNORD53_SNORD92	11	-	70872264	70872348
ENSBTAG00000012447	PPP1CB	11	-	70961032	70997556
ENSBTAG00000023929	FOSL2	11	-	71329772	71349193
ENSBTAG00000031335	BRE	11	-	71403125	71826561
ENSBTAG00000031332	RBKS	11	+	71827005	71921665
ENSBTAG00000018680	SLC4A1AP	11	-	71996944	72021017
ENSBTAG00000003906	SUPT7L	11	+	72021273	72033985
ENSBTAG00000003904	GPN1	11	-	72034551	72058245
ENSBTAG00000003902	ZNF512	11	-	72067123	72097173
ENSBTAG00000018156	KRTCAP3	11	-	72223040	72224689
ENSBTAG00000019522	PPM1G	11	+	72252676	72273095
ENSBTAG00000019515	SNX17	11	-	72277210	72282953
ENSBTAG00000019510	EIF2B4	11	+	72283254	72287762
ENSBTAG00000017283	GTF3C2	11	+	72299292	72312020
ENSBTAG00000018269	MPV17	11	+	72315287	72324567
ENSBTAG00000017894	CAD	11	-	72383287	72404747
ENSBTAG00000031185	ATRAID	11	-	72405110	72409422
ENSBTAG00000006832	SLC5A6	11	-	72418605	72425383
ENSBTAG00000007080	PREB	11	+	72493261	72497358
ENSBTAG00000007077	ABHD1	11	-	72497319	72504279
ENSBTAG00000017423	TMEM214	11	-	72582295	72590668
ENSBTAG00000023938	ENSBTAG00000023938	11	-	72781247	72787461
ENSBTAG00000018761	MGC139367	11	-	72793630	72809693
ENSBTAG00000007837	EPT1	11	-	73134172	73173557
ENSBTAG00000044553	bta-mir-2284y-1	11	+	73158304	73158383
ENSBTAG00000017330	IER3IP1	11	+	73186222	73186856
ENSBTAG00000010083	HADHB	11	-	73215424	73246167
ENSBTAG00000000985	RAB10	11	-	73335436	73400455
ENSBTAG00000025335	ENSBTAG00000025335	11	+	73529506	73529964
ENSBTAG00000021143	DNMT3A	11	+	74030425	74059688
ENSBTAG00000018705	ADCY3	11	+	74382509	74465215
ENSBTAG00000015014	CENPO	11	-	74465013	74480037
ENSBTAG00000015012	PTRHD1	11	+	74480105	74483864
ENSBTAG00000037300	ENSBTAG00000037300	11	+	74482709	74482801
ENSBTAG00000047575	ENSBTAG00000047575	11	-	74496692	74511659
ENSBTAG00000015007	NCOA1	11	-	74511607	74590933
ENSBTAG00000003405	TP53I3	11	+	75033145	75039193
ENSBTAG00000003407	SF3B14	11	+	75039681	75047800
ENSBTAG00000002033	UBXN2A	11	-	75101825	75130698
ENSBTAG00000004565	ENSBTAG00000004565	11	-	77493037	77493712
ENSBTAG00000030834	ENSBTAG00000030834	11	+	77669174	77669687
ENSBTAG00000031014	C2ORF43	11	+	78168945	78254093
ENSBTAG00000015490	HS1BP3	11	+	78292606	78322321
ENSBTAG00000046054	RHOB	11	-	78464206	78466417
ENSBTAG00000016270	ENSBTAG00000016270	11	-	78507372	78514602
ENSBTAG00000011155	PUM2	11	+	78579476	78666984
ENSBTAG00000020894	LAPTM4A	11	+	78862495	78880461
ENSBTAG00000015587	TTC32	11	+	78968980	78975466
ENSBTAG00000018256	SMC6	11	+	81010036	81072212
ENSBTAG00000023372	MYCN	11	-	82694507	82697306
ENSBTAG00000009906	DDX1	11	-	82824017	82855964
ENSBTAG00000014081	NBAS	11	+	82885991	83188297
ENSBTAG00000045350	5S_rRNA	11	-	82971327	82971429
ENSBTAG00000004948	FAM84A	11	-	83655864	83659066
ENSBTAG00000019284	ENSBTAG00000019284	11	-	84076854	84078206
ENSBTAG00000016045	TRIB2	11	-	85205522	85233638
ENSBTAG00000005847	ROCK2	11	+	86501577	86583652
ENSBTAG00000048065	HIST1H4B	11	-	86510270	86510581
ENSBTAG00000001928	PDIA6	11	+	86834898	86857648
ENSBTAG00000001927	ATP6V1C2	11	-	86858116	86918106
ENSBTAG00000002716	NOL10	11	+	86946735	87038433
ENSBTAG00000047431	SNORA42	11	+	87176851	87176982
ENSBTAG00000004256	ODC1	11	+	87178098	87182503
ENSBTAG00000004259	HPCAL1	11	-	87191215	87307998
ENSBTAG00000008216	RRM2	11	-	87466581	87473817
ENSBTAG00000007485	GRHL1	11	-	87565731	87616670
ENSBTAG00000007543	TAF1B	11	-	87633914	87689585
ENSBTAG00000006236	ENSBTAG00000006236	11	+	87652491	87653062
ENSBTAG00000002108	YWHAQ	11	+	87842280	87873674
ENSBTAG00000001140	IAH1	11	-	87942471	87953717
ENSBTAG00000019735	CPSF3	11	-	87960693	87994179
ENSBTAG00000013063	ITGB1BP1	11	+	87994386	88010369
ENSBTAG00000002329	ASAP2	11	-	88012967	88104077
ENSBTAG00000008160	MBOAT2	11	+	88390471	88444776
ENSBTAG00000021187	ID2	11	-	88584862	88587166
ENSBTAG00000047006	Metazoa_SRP	11	-	89658575	89658861
ENSBTAG00000044064	RNF144A	11	-	89875186	89967246
ENSBTAG00000012090	GGTA1	11	-	92297493	92374682
ENSBTAG00000004295	NDUFA8	11	-	93011815	93029730
ENSBTAG00000004296	MORN5	11	+	93029874	93064357
ENSBTAG00000016367	RBM18	11	-	93101473	93121906
ENSBTAG00000047226	MRRF	11	+	93121981	93138808
ENSBTAG00000018426	MRRF	11	-	93149379	93158576
ENSBTAG00000030678	ENSBTAG00000030678	11	-	93927186	93927978
ENSBTAG00000030675	PDCL	11	-	93984123	93991685
ENSBTAG00000039172	RABGAP1	11	+	94103009	94264248
ENSBTAG00000040296	GPR21	11	+	94188119	94190302
ENSBTAG00000024604	ENSBTAG00000024604	11	-	94221939	94319233
ENSBTAG00000021921	STRBP	11	-	94281217	94418835
ENSBTAG00000042085	U6	11	+	94384741	94384847
ENSBTAG00000003610	DENND1A	11	-	94526960	95055931
ENSBTAG00000044885	SNORA25	11	+	94574530	94574657
ENSBTAG00000023860	ENSBTAG00000023860	11	+	94931694	94932632
ENSBTAG00000003067	PSMB7	11	-	95401692	95458914
ENSBTAG00000039223	WDR38	11	+	95846030	95850595
ENSBTAG00000003205	RPL35	11	-	95850116	95854734
ENSBTAG00000015278	ARPC5L	11	+	95859894	95867086
ENSBTAG00000015286	GOLGA1	11	-	95869270	95911957
ENSBTAG00000015098	RABEPK	11	+	96092486	96113995
ENSBTAG00000007662	GRP78	11	-	96115572	96119306
ENSBTAG00000011544	GAPVD1	11	+	96144147	96208779
ENSBTAG00000003438	ZNF297B	11	+	97582042	97608142
ENSBTAG00000006948	GARNL3	11	+	98001678	98158329
ENSBTAG00000043520	U6	11	-	98050849	98050955
ENSBTAG00000006957	SLC2A8	11	+	98161639	98170664
ENSBTAG00000023885	ZNF79	11	+	98174566	98189943
ENSBTAG00000006963	RPL12	11	-	98191880	98195943
ENSBTAG00000043047	SNORA65	11	-	98192710	98192838
ENSBTAG00000003525	STXBP1	11	+	98325785	98395251
ENSBTAG00000023823	CYCS	11	-	98339924	98340241
ENSBTAG00000013509	TTC16	11	+	98409546	98425143
ENSBTAG00000013510	TOR2A	11	-	98425082	98429110
ENSBTAG00000004695	CDK9	11	+	98474464	98478912
ENSBTAG00000008994	FPGS	11	+	98498179	98506303
ENSBTAG00000046303	ENSBTAG00000046303	11	+	98509474	98513781
ENSBTAG00000046548	SIAT7B	11	-	98585641	98594798
ENSBTAG00000003388	DPM2	11	-	98612580	98615633
ENSBTAG00000023851	FAM102A	11	-	98621303	98654751
ENSBTAG00000012156	NAIF1	11	-	98718511	98723380
ENSBTAG00000011912	SLC25A25	11	+	98750459	98760803
ENSBTAG00000016218	PTGES2	11	-	98770575	98775940
ENSBTAG00000014149	LCN2	11	+	98793763	98797809
ENSBTAG00000014150	C11H9orf16	11	+	98801791	98805189
ENSBTAG00000012274	CIZ1	11	-	98806164	98823350
ENSBTAG00000011317	ENSBTAG00000011317	11	-	98879338	98895204
ENSBTAG00000004663	TRUB2	11	-	98919236	98930920
ENSBTAG00000004664	COQ4	11	+	98931357	98945011
ENSBTAG00000015436	SLC27A4	11	+	98957840	98971732
ENSBTAG00000025612	URM1	11	+	98978450	98995209
ENSBTAG00000030117	bta-mir-219-1	11	-	98997150	98997245
ENSBTAG00000039842	U3	11	+	99007030	99007234
ENSBTAG00000044796	SNORA70	11	+	99019125	99019219
ENSBTAG00000038139	CERCAM	11	+	99019928	99029485
ENSBTAG00000030567	ODF2	11	+	99047692	99074785
ENSBTAG00000030566	GLE1	11	+	99077978	99103590
ENSBTAG00000015327	SPTAN1	11	+	99131533	99179460
ENSBTAG00000015343	WDR34	11	-	99179458	99198829
ENSBTAG00000020959	SET	11	+	99223002	99226827
ENSBTAG00000010195	PKN3	11	+	99232119	99246139
ENSBTAG00000030540	ZDHHC12	11	-	99246414	99249550
ENSBTAG00000012480	TBC1D13	11	+	99298021	99311444
ENSBTAG00000012484	ENDOG	11	+	99314600	99318324
ENSBTAG00000012485	C9orf114	11	-	99318415	99327141
ENSBTAG00000036101	CCBL1	11	-	99340500	99411162
ENSBTAG00000036099	ENSBTAG00000036099	11	-	99347612	99352446
ENSBTAG00000013030	LLRC8A	11	+	99411393	99437846
ENSBTAG00000038831	PHYHD1	11	+	99441598	99458549
ENSBTAG00000010601	DOLK	11	-	99460814	99462903
ENSBTAG00000010613	NUP188	11	+	99463011	99506210
ENSBTAG00000010626	SH3GLB2	11	-	99506999	99524044
ENSBTAG00000010653	FAM73B	11	+	99527877	99552782
ENSBTAG00000017922	DOLPP1	11	+	99563895	99573250
ENSBTAG00000001932	MGC142781	11	-	99576794	99589668
ENSBTAG00000001933	PPP2R4	11	+	99590328	99621986
ENSBTAG00000015437	NTMT1	11	+	100042202	100049863
ENSBTAG00000008973	ASB6	11	-	100052126	100057352
ENSBTAG00000019453	PTGES	11	-	100143653	100155090
ENSBTAG00000020305	TOR1A	11	-	100219226	100227150
ENSBTAG00000020307	C11H9ORF78	11	-	100228241	100236769
ENSBTAG00000020311	USP20	11	+	100237005	100281194
ENSBTAG00000047907	ENSBTAG00000047907	11	+	100248282	100248793
ENSBTAG00000020313	FNBP1	11	-	100289059	100374967
ENSBTAG00000004204	GPR107	11	+	100432297	100484528
